RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NAcceleración (0 al 100%).$N===============================================================================================================================$N################################################################################################################################","MOVE(HMI_Accel_Manual,Accel_Alcanzar_E1_TP)","24"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","===============================================================================================================================$NAcceleración (0 al 100%).$N===============================================================================================================================","MOVE(Accel_Alcanzar_E1_TP,E1_TRANSFERIR_PALLET.OverAcc)","25"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NDesaceleración (0 al 100%).$N===============================================================================================================================$N################################################################################################################################","MOVE(HMI_Desacel_Manual,Decel_Alcanzar_E1_TP)","26"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","===============================================================================================================================$NDesaceleración (0 al 100%).$N===============================================================================================================================","MOVE(Decel_Alcanzar_E1_TP,E1_TRANSFERIR_PALLET.OverDec)","27"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NConfig EPos$N===============================================================================================================================$NConfiguracion sacada del driver de Festo Automation.$NBit 0= 1 (Pulse Enable).$NBit 1=1 (Pulse Enable).$NBit 2=0 or 1 (Software Limits Enable FAS=P1.112414140.0.0).$NBit 3=0 or 1 (Hardware Limits Enable FAS=P1.112414150.0.0)$N===============================================================================================================================$N################################################################################################################################","MOVE(15,E1_TRANSFERIR_PALLET.ConfigEPos)","28"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NBase Speed Value$N===============================================================================================================================$NBase speed value for actual speed display. Enter the same value given for parameter ( P1.11280701.0.0 )$N===============================================================================================================================$N################################################################################################################################","MOVE(7.875377,E1_TRANSFERIR_PALLET.BaseSpeedValue)","29"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NError de Comunicación con el driver.$N===============================================================================================================================$N################################################################################################################################","OTE(Falla_Comunicacion_E1_TP)","30"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NDriver Listo o Activado.$N===============================================================================================================================$N################################################################################################################################","OTE(Ready_E1_TP)","31"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NMovimiento completado.$N===============================================================================================================================$N################################################################################################################################","OTE(Mov_Completo_E1_TP)","32"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NOrigen Completado Servomotor.$N===============================================================================================================================$N################################################################################################################################","OTE(Eje_Referenciado_E1_TP)","33"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NAviso preventivo activado.$N===============================================================================================================================$N################################################################################################################################","OTE(Warning_E1_TP)","34"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NError en Eje.$N===============================================================================================================================$N################################################################################################################################","OTE(Error_E1_TP)","35"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NControl de driver por Festo Automation$N===============================================================================================================================$N################################################################################################################################","OTE(Lockout_E1_TP)","36"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NVelocidad Actual de Eje.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_TRANSFERIR_PALLET.ActVelocity,Velocidad_Actual_E1_TP)","37"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NPosición Actual de Eje.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_TRANSFERIR_PALLET.ActPosition,Posicion_Actual_E1_TP)","38"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NModo de Operación Actual.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_TRANSFERIR_PALLET.ActMode,Modo_Oper_Actual_E1_TP)","39"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NNúmero de Warning Para Aviso.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_TRANSFERIR_PALLET.ActWarn,Waning_Numero_E1_TP)","40"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NNúmero de Error Activo en el Driver.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_TRANSFERIR_PALLET.ActFault,Error_Numero_E1_TP)","41"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#################################################################################################################################$N=================================================================================================================================$NNúmero de Error Activo en el Driver.$N===============================================================================================================================$N################################################################################################################################","OTE(AOI_Falla_E1_TP)","42"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","#############################################################################################################################$N#############################################################################################################################$N=============================================================================================================================$NCondición de Posiciones de acuerdo a la posición donde esta el eje Posición 1=Contraído$N=============================================================================================================================$NSaca Los Límites en Positivo y Negativo de la Posición de Origen (0).$N=============================================================================================================================$N############################################################################################################################$N############################################################################################################################","ADD(0,5,Lim_Pos_E1_TP_Home)","43"
RCOMMENT,"MainProgram","R04_SALIDAS_DRV1","=============================================================================================================================$NSaca Los Limites en Positivo y Negativo de la Posición 2 =Extendido.$N=============================================================================================================================","ADD(HMI_Setup_Pos_2_E1_TP,5,Lim_Pos_E1_TP_Pos_2)","46"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","################################################################################################################################$N===============================================================================================================================$NBloque de función para comunicación.$N==============================================================================================================================$N###############################################################################################################################","EIP(E1_EXPULSAR_PALLET,E1_EXPULSAR_PALLET:I1.Data,E1_EXPULSAR_PALLET:O1.Data,E1_EXPULSAR_PALLET:I1.ConnectionFaulted)","0"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","################################################################################################################################$N===============================================================================================================================$NModo de posicionamiento de eje.$N==============================================================================================================================$N1= Posición relativa.                                           $N2= Posición absoluta.                                         $N3= Ajustes.                                                          $N4= Origen festo automation suite.                       $N5= Origen posición actual.                                  $N6= Registro.                                                        $N7= Jogging.                                                         $N8= Inching.                                                         $N=================================================================================================================================$N#################################################################################################################################$N                              $N","MOVE(2,Modo_Operacion_E1_EP)","1"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NHabilitación de Driver $N================================================================================================================================$N0= Desabiltado $N1= Habilitado.   $N===============================================================================================================================$N################################################################################################################################","OTL(Trigger_Enable_E1_EP)","3"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","####################################################################################################$N====================================================================================================$NCondiciones de seguridad para permitir el movimiento.$N====================================================================================================$N####################################################################################################","OTE(Bits_Cond_Seguridad_E1_EP.0)","6"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NCancel Traversing$N================================================================================================================================$N0= Detener secuencia de movimiento                    $N1= Permite el movimiento valor default no cambiar.$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.CancelTraversing)","9"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NInmediate Stop$N================================================================================================================================$N0= Detener el movimiento para paro de seguridad.                    $N1= Permite el movimiento valor para activar el movimiento en 1.    $N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.IntermediateStop)","10"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NMovimiento Dirección Positiva$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.Positive)","11"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NMovimiento Dirección Negativa$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.Negative)","12"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NMovimiento Jog Positivo$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.Jog1)","13"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NMovimiento Jog Negativo$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.Jog2)","14"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NReinicio del Error.$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.AckError)","15"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NLiberación de Freno$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.ReleaseBrake)","16"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NDetener el viaje del movimiento$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.TravelToFixStop)","17"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NTrigger para ejecutar el movimiento.$N===============================================================================================================================$N################################################################################################################################","OTE(E1_EXPULSAR_PALLET.ExecuteMode)","18"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NPosición a alcanzar.$N===============================================================================================================================$N################################################################################################################################","MOVE(Posicion_Alcanzar_E1_EP,E1_EXPULSAR_PALLET.Position)","19"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NVelocidad a Alcanzar máximo $N===============================================================================================================================$N################################################################################################################################","MOVE(HMI_Vel_Alcanzar_Manual,Velocidad_SCL_IN_E1_EP)","20"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","==============================================================================================================================$NVelocidad a Alcanzar.$N===============================================================================================================================","MOVE(Velocidad_Alcanzar_E1_EP,E1_EXPULSAR_PALLET.Velocity)","22"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NVelocity Overrride (Definida al 100%).$N===============================================================================================================================$N################################################################################################################################","MOVE(100,E1_EXPULSAR_PALLET.OverV)","23"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NAcceleración (0 al 100%).$N===============================================================================================================================$N################################################################################################################################","MOVE(HMI_Accel_Manual,Accel_Alcanzar_E1_EP)","24"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","===============================================================================================================================$NAcceleración (0 al 100%).$N===============================================================================================================================","MOVE(Accel_Alcanzar_E1_EP,E1_EXPULSAR_PALLET.OverAcc)","25"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NDesaceleración (0 al 100%).$N===============================================================================================================================$N################################################################################################################################","MOVE(HMI_Desacel_Manual,Decel_Alcanzar_E1_EP)","26"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","===============================================================================================================================$NDesaceleración (0 al 100%).$N===============================================================================================================================","MOVE(Decel_Alcanzar_E1_EP,E1_EXPULSAR_PALLET.OverDec)","27"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NConfig EPos$N===============================================================================================================================$NConfiguracion sacada del driver de Festo Automation.$NBit 0= 1 (Pulse Enable).$NBit 1=1 (Pulse Enable).$NBit 2=0 or 1 (Software Limits Enable FAS=P1.112414140.0.0).$NBit 3=0 or 1 (Hardware Limits Enable FAS=P1.112414150.0.0)$N===============================================================================================================================$N################################################################################################################################","MOVE(15,E1_EXPULSAR_PALLET.ConfigEPos)","28"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NBase Speed Value$N===============================================================================================================================$NBase speed value for actual speed display. Enter the same value given for parameter ( P1.11280701.0.0 )$N===============================================================================================================================$N################################################################################################################################","MOVE(7.875377,E1_EXPULSAR_PALLET.BaseSpeedValue)","29"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NError de Comunicación con el driver.$N===============================================================================================================================$N################################################################################################################################","OTE(Falla_Comunicacion_E1_EP)","30"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NDriver Listo o Activado.$N===============================================================================================================================$N################################################################################################################################","OTE(Ready_E1_EP)","31"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NMovimiento completado.$N===============================================================================================================================$N################################################################################################################################","OTE(Mov_Completo_E1_EP)","32"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NOrigen Completado Servomotor.$N===============================================================================================================================$N################################################################################################################################","OTE(Eje_Referenciado_E1_EP)","33"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NAviso preventivo activado.$N===============================================================================================================================$N################################################################################################################################","OTE(Warning_E1_EP)","34"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NError en Eje.$N===============================================================================================================================$N################################################################################################################################","OTE(Error_E1_EP)","35"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NControl de driver por Festo Automation$N===============================================================================================================================$N################################################################################################################################","OTE(Lockout_E1_EP)","36"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NVelocidad Actual de Eje.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_EXPULSAR_PALLET.ActVelocity,Velocidad_Actual_E1_EP)","37"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NPosición Actual de Eje.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_EXPULSAR_PALLET.ActPosition,Posicion_Actual_E1_EP)","38"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NModo de Operación Actual.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_EXPULSAR_PALLET.ActMode,Modo_Oper_Actual_E1_EP)","39"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NNúmero de Warning Para Aviso.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_EXPULSAR_PALLET.ActWarn,Waning_Numero_E1_EP)","40"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NNúmero de Error Activo en el Driver.$N===============================================================================================================================$N################################################################################################################################","MOVE(E1_EXPULSAR_PALLET.ActFault,Error_Numero_E1_EP)","41"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#################################################################################################################################$N=================================================================================================================================$NNúmero de Error Activo en el Driver.$N===============================================================================================================================$N################################################################################################################################","OTE(AOI_Falla_E1_EP)","42"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","#############################################################################################################################$N#############################################################################################################################$N=============================================================================================================================$NCondición de Posiciones de acuerdo a la posición donde esta el eje Posición 1=Contraído$N=============================================================================================================================$NSaca Los Límites en Positivo y Negativo de la Posición de Origen (0).$N=============================================================================================================================$N############################################################################################################################$N############################################################################################################################","ADD(0,5,Lim_Pos_E1_EP_Home)","43"
RCOMMENT,"MainProgram","R05_SALIDAS_DRV2","=============================================================================================================================$NSaca Los Limites en Positivo y Negativo de la Posición 2 =Extendido.$N=============================================================================================================================","ADD(HMI_Setup_Pos_2_E1_EP,5,Lim_Pos_E1_EP_Pos_2)","46"
RCOMMENT,"MainProgram","R06_SALIDAS_DRV3","################################################################################################################################$N===============================================================================================================================$NBloque de función para comunicación.$N==============================================================================================================================$N###############################################################################################################################","EIP(E2_TRANSERIR_PALLET,E2_TRANSFERIR_PALLET:I1.Data,E2_TRANSFERIR_PALLET:O1.Data,E2_TRANSFERIR_PALLET:I1.ConnectionFaulted)","0"
RCOMMENT,"MainProgram","R06_SALIDAS_DRV3","################################################################################################################################$N===============================================================================================================================$NModo de posicionamiento de eje.$N==============================================================================================================================$N1= Posición relativa.                                           $N2= Posición absoluta.                                         $N3= Ajustes.                                                          $N4= Origen festo automation suite.                       $N5= Origen posición actual.                                  $N6= Registro.                                                        $N7= Jogging.                                                         $N8= Inching.                                                         $N=================================================================================================================================$N#################################################################################################################################$N                              $N","MOVE(2,Modo_Operacion_E2_TP)","1"
RCOMMENT,"MainProgram","R06_SALIDAS_DRV3","#################################################################################################################################$N=================================================================================================================================$NHabilitación de Driver $N================================================================================================================================$N0= Desabiltado $N1= Habilitado.   $N===============================================================================================================================$N################################################################################################################################","OTL(Trigger_Enable_E2_TP)","3"
RCOMMENT,"MainProgram","R06_SALIDAS_DRV3","####################################################################################################$N====================================================================================================$NCondiciones de seguridad para permitir el movimiento.$N====================================================================================================$N####################################################################################################","OTE(Bits_Cond_Seguridad_E2_TP.0)","6"
RCOMMENT,"MainProgram","R06_SALIDAS_DRV3","#################################################################################################################################$N=================================================================================================================================$NCancel Traversing$N================================================================================================================================$N0= Detener secuencia de movimiento                    $N1= Permite el movimiento valor default no cambiar.$N===============================================================================================================================$N################################################################################################################################","OTE(E2_TRANSERIR_PALLET.CancelTraversing)","9"
RCOMMENT,"MainProgram","R06_SALIDAS_DRV3","#################################################################################################################################$N=================================================================================================================================$NInmediate Stop$N================================================================================================================================$N0= Detener el movimiento para paro de seguridad.                    $N1= Permite el movimiento valor para activar el movimiento en 1.    $N===============================================================================================================================$N################################################################################################################################","OTE(E2_TRANSERIR_PALLET.IntermediateStop)","10"
